Student Number,Female,socioeconomicstrata_round1,children5years_r1,everhadsex_r1,howmanysexpartners_r1,usedrythm_pregn_r1,usedpill_pregn_r1,usedinjection_pregn_r1,usedIUD_pregn_r1,usedcondom_pregn_r1,usedwithdraw_pregn_r1,usedemergency_pregn_r1,usedother_pregn_r1,rythmsafest_pregnancy_r1,pillsafest_pregnancy_r1,injectionsafest_pregnancy_r1,hygienesafest_pregnancy_r1,condomsafest_pregnancy_r1,withdrawalsafest_pregnancy_r1,emergencypsafest_pregnancy_r1,abstinencesafest_pregnancy_r1,other_pregnancy_r1,whichone_pregnancy_r1,dontknow_pregnancy_r1,peopleathome_r1,motherliveathome_r1,educationmother_r1,fatherliveathome_r1,educationfather_r1,whichone1_r1
1278,Female,3,No,Yes,1 person,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,"PRESERVATIVO, DISPOSITIVO",No,5,Yes,High School,Yes,High School,INYECCION
1279,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,University,Yes,College,CONDON
1280,Male,I don't know,I don't know,No,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,No,7,I don't have any,No answer,I don't have any,No answer,CONDON
1282,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,13,Yes,Elementary School,No,High School,PASTILLAS ANTICONCEPTIVAS
1283,Female,2,No,Yes,2-5 people,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,PLANIFICAR
1284,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,12,Yes,Elementary School,Yes,High School,CONDON
1285,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,8,Yes,High School,Yes,Elementary School,CONDON
1286,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,Elementary School,Is dead,No answer,CONDON
1287,Female,2,I don't know,Yes,1 person,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
1288,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,No answer,No,No answer,CONDON
1289,Female,2,No,Yes,1 person,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NC,Yes,4,Yes,High School,Yes,High School,CONDON
1290,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,8,Yes,High School,Yes,Postgraduate,CONDON
1291,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,Invalid answer,No,No,Yes,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1292,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,Elementary School,Yes,Elementary School,CONDON
1293,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,Elementary School,Yes,Elementary School,PLANIFICAR
1294,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1295,Male,2,I don't know,No,For the last six months I have not had sexual relations,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,4,Yes,None,No,High School,PASTILLAS ANTICONCEPTIVAS
1296,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,High School,OPERACION
1298,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,None,Yes,None,CONDON
1299,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,Yes,High School,CONDON
1300,Female,5,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,I don't have any,University,PASTILLAS ANTICONCEPTIVAS
1301,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1302,Female,3,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,Yes,7,Yes,High School,Yes,University,CONDON
1303,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,College,Yes,High School,LIGADURA DE TROMPAS
1304,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
1305,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,9,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1306,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,High School,Yes,High School,CONDON FEMENINO
1307,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,0,Yes,High School,Yes,High School,CONDON
1308,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
1309,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,College,No,High School,CONDON
1310,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,No,Elementary School,CONDON
1311,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,6,Yes,College,No,Elementary School,METODOS ANTICONCEPTIVOS
1312,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,High School,No,University,INYECCION
1313,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,2,No,High School,No,High School,RITMO
1314,Male,2,I don't know,Yes,2-5 people,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
1315,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,3,Yes,Postgraduate,No,Postgraduate,PASTILLAS ANTICONCEPTIVAS
1316,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,METODOS ANTICONCEPTIVOS
1318,Female,I don't know,No,Yes,For the last six months I have not had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,No,No,No,No,No,No,,No,6,Yes,High School,No,Elementary School,INYECCION
1319,Female,3,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,5,No,High School,No,Elementary School,CONDON
1320,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,2,Yes,Elementary School,No,High School,INYECCION
1321,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,,No,7,Yes,Elementary School,No,High School,METODOS ANTICONCEPTIVOS
1323,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,3,Yes,College,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1324,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,6,Yes,Elementary School,Yes,High School,PARCHES
1325,Female,Invalid answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,LOS PARCHES ANTICONCEPTIVOS,No,4,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1326,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,University,Yes,Elementary School,CONDON
1327,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,Elementary School,No,None,INYECCION
1328,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PLANIFICAR
1330,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,7,Yes,Elementary School,Yes,High School,ABSTENCION
1331,Female,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,No,3,Yes,Elementary School,Yes,Elementary School,DISPOSITIVO INTRAUTERINO
1332,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1333,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,Elementary School,Yes,High School,RITMO
1334,Male,1,Yes,Yes,1 person,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,8,Yes,None,Invalid answer,None,CONDON
1335,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,3,Yes,Elementary School,Is dead,No answer,PROTEGERSE
1336,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,4,Yes,University,Yes,High School,INYECCION
1337,Female,Invalid answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,10,Yes,Elementary School,No,Elementary School,DISPOSITIVO INTRAUTERINO
1338,Female,2,I don't know,Yes,1 person,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,IMPLANTE O LA T,No,4,Yes,Elementary School,Yes,Elementary School,IMPLANTE SUBDERMIDO
1339,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,University,CONDON
1340,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
1341,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,None,PASTILLAS ANTICONCEPTIVAS
1342,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,7,Yes,No answer,Yes,No answer,PROTEGERSE
1343,Male,I don't know,No answer,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,Yes,9,Yes,High School,No,High School,CONDON
1344,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,CONDON
1345,Male,1,No,Yes,1 person,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1346,Male,1,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,8,Yes,Elementary School,Yes,Elementary School,PLANIFICAR
1347,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,LA MEJOR MANERA NO TENER RELACIONES SEXUALES,No,5,Yes,Elementary School,Yes,Elementary School,ABSTENCION
1348,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,No answer,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1349,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,5,No answer,High School,Yes,Elementary School,INYECCION
1350,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,5,No,University,No,High School,METODOS ANTICONCEPTIVOS
1351,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,No,3,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1352,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,3,Yes,Elementary School,No,Elementary School,CUIDARSE
1353,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,7,Yes,Elementary School,Yes,High School,RITMO
1354,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,Elementary School,CONDON
1355,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,ABSTENCION
1356,Female,Invalid answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,6,Yes,Elementary School,Yes,High School,ABSTENCION
1357,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CUIDARSE
1358,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,Elementary School,Yes,University,PASTILLAS ANTICONCEPTIVAS
1361,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1362,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,High School,Yes,Elementary School,CONDON
1363,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,OPERACION,No,6,Yes,High School,No,High School,OPERACION
1364,Female,4,Yes,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,3,Yes,University,No,University,DISPOSITIVO INTRAUTERINO
1365,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,CUIDARSE
1366,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,9,Yes,Elementary School,Yes,Elementary School,CUIDARSE
1367,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,4,Yes,Postgraduate,Yes,Elementary School,METODOS ANTICONCEPTIVOS
1369,Female,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
1370,Female,1,I don't know,Yes,1 person,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,3,Yes,Elementary School,Yes,Elementary School,DISPOSITIVO INTRAUTERINO
1371,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,PLANIFICAR
1372,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,,No,4,Yes,Postgraduate,Yes,University,IMPLANTE SUBDERMIDO
1373,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,5,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1374,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,,No,6,Yes,High School,Yes,High School,ABSTENCION
1375,Female,1,Yes,Yes,1 person,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,3,No,Elementary School,Yes,Elementary School,INYECCION
1376,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1378,Male,1,No,No,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
1379,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,None,DISPOSITIVO INTRAUTERINO
1380,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,Elementary School,CUIDARSE
1381,Female,4,Yes,Yes,1 person,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,4,Yes,University,Is dead,No answer,CONDON
1382,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,Yes,Elementary School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1383,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Invalid answer,TENER RELACIONES SIN NINGUNA PREVENCION,No,10,Yes,Elementary School,Yes,Elementary School,CONDON
1385,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,,No,5,Yes,Postgraduate,No,Elementary School,PASTILLAS ANTICONCEPTIVAS
1386,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1387,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1388,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,2,Yes,Elementary School,Yes,Elementary School,INYECCION
1389,Male,I don't know,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,MANDARSE A OPERAR,No,4,Yes,High School,Yes,Elementary School,VASECTOMIA
1390,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,3,Yes,High School,I don't have any,No answer,CONDON
1391,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,,Yes,5,Yes,Elementary School,Yes,High School,CONDON
1392,Female,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,DISPOSITIVO INTRAUTERINO
1393,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
1394,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,ABSTENCION
1395,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,High School,No,Elementary School,CONDON
1397,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Is dead,No answer,Yes,Postgraduate,CONDON
1398,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,No,University,No,University,CONDON
1399,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,3,Yes,High School,No,University,INYECCION
1400,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Invalid answer,LA INTIMIDA,Yes,6,Yes,High School,No,High School,METODOS ANTICONCEPTIVOS
1401,Male,3,Yes,Yes,1 person,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,High School,No,High School,CONDON
1403,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,7,No answer,No answer,No answer,No answer,PASTILLAS ANTICONCEPTIVAS
1404,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,Elementary School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1405,Female,3,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,3,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1406,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,4,Yes,Postgraduate,No,University,CONDON
1407,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,Elementary School,ABSTENCION
1408,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,6,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1409,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1410,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,5,Yes,High School,Yes,Elementary School,CONDON
1411,Male,3,No,Yes,2-5 people,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,8,I don't have any,No answer,Yes,None,PLANIFICAR
1412,Male,3,I don't know,Yes,I don't know,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,No answer,High School,Yes,University,CONDON
1413,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,No,8,Yes,High School,No,No answer,CONDON
1414,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,High School,Yes,High School,CONDON
1415,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
1416,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,8,Yes,Elementary School,Yes,Elementary School,MEDICAMENTOS
